Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_0,BusinessTravel_1,BusinessTravel_2,Department_0,Department_1,Department_2,EducationField_0,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,Gender_0,Gender_1,JobRole_0,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,OverTime_0,OverTime_1,Expected_tenure
27.0,210.0,1.0,1.0,3.0,73.0,3.0,2.0,2.0,2982.4,18740.4,0.0,13.0,3.0,4.0,1.0,6.0,3.3666,3.0,5.0,1.0,4.0,1.0,0.538656,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
54.0,294.36,20.0,4.0,4.0,31.0,3.0,2.0,3.0,1700.8000000000002,13716.8,3.0,12.0,3.0,4.0,0.63364,20.0,6.53456,2.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0072936896017355
43.0,476.03999999999996,7.0,3.0,3.0,43.0,3.0,3.0,1.0,7360.2,6637.2,8.0,16.0,3.0,1.0,1.0,10.0,3.6248,2.0,1.0,0.0,0.0,0.0,0.52496,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.007240685334757302
45.0,18.519999999999982,8.0,4.0,4.0,75.0,3.0,2.0,4.0,1044.6,6625.6,9.0,14.0,3.0,1.0,2.0,12.0,5.6524,3.0,10.0,9.0,8.0,0.0,0.53048,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.375
40.0,346.91999999999996,1.0,2.0,2.0,57.0,1.0,2.0,4.0,3571.6,9387.6,2.0,22.0,4.0,3.0,3.0,6.0,5.885400000000001,2.0,4.0,0.0,2.0,0.0,0.77708,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
29.0,164.32000000000005,9.0,5.0,2.0,30.0,2.0,1.0,4.0,3122.48,6760.48,0.0,17.0,3.0,3.0,0.0,4.0,3.4341999999999997,3.0,3.0,2.0,2.0,0.0,0.172104,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.035178296257113
30.0,570.0,5.0,3.0,4.0,30.0,2.0,2.0,3.0,3206.1,2519.1,1.0,13.0,3.0,3.0,3.0,10.0,4.9119,3.0,10.0,1.0,2.0,0.0,0.465904,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
27.0,4.460000000000036,8.0,4.0,2.0,56.0,3.0,2.0,2.0,4338.1,1539.1,1.0,18.0,3.0,1.0,1.0,8.0,4.8759,3.0,8.0,0.0,7.0,0.0,0.37518,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
37.0,337.67999999999995,5.0,2.0,4.0,61.0,3.0,2.0,4.0,2075.3999999999996,18905.4,7.0,16.0,3.0,3.0,2.0,8.0,6.2716,2.0,6.0,0.0,4.0,0.0,0.85432,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
38.0,343.0,15.0,2.0,3.0,92.0,2.0,3.0,4.0,7956.5,12128.5,0.0,14.0,3.0,2.0,1.0,12.0,6.5535,3.0,11.0,2.0,9.0,0.0,0.56856,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.77511567541669
31.0,1232.0,7.0,4.0,3.0,39.0,3.0,3.0,4.0,7143.0,25713.0,1.0,14.0,3.0,3.0,0.0,11.0,2.0,2.0,11.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0
29.0,144.0,10.0,1.0,4.0,39.0,2.0,2.0,2.0,5040.2,8638.2,1.0,14.0,3.0,1.0,2.0,7.0,5.2278,3.0,7.0,1.0,7.0,0.0,0.516448,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0
35.0,1296.0,5.0,4.0,3.0,62.0,3.0,3.0,2.0,4829.5,14998.5,0.0,13.0,3.0,4.0,0.52248,17.0,5.0,3.0,16.0,0.0,13.0,0.0,0.6531,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
23.0,16.799999999999955,26.0,1.0,3.0,83.0,3.0,1.0,4.0,319.5999999999999,12861.5,1.0,12.0,3.0,3.0,2.0,4.0,5.2305,2.0,4.0,0.0,2.0,0.0,0.6461,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.216219176558727
41.0,483.0,6.0,3.0,4.0,95.0,2.0,2.0,2.0,6032.0,10110.0,6.0,15.0,3.0,4.0,0.0,8.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
47.0,548.28,4.0,1.0,2.0,99.0,3.0,2.0,3.0,693.8400000000001,21947.4,3.0,19.0,3.0,1.0,0.456432,5.0,6.803599999999999,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04
42.0,810.0,23.0,5.0,1.0,44.0,3.0,4.0,4.0,15992.0,15901.0,2.0,14.0,3.0,2.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
29.0,139.53999999999996,2.0,3.0,4.0,61.0,3.0,2.0,3.0,1616.6999999999998,13895.7,1.0,14.0,3.0,1.0,1.0,4.0,6.0323,2.0,4.0,0.0,2.0,1.0,0.60646,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0709548255181023
42.0,544.0,2.0,1.0,3.0,52.0,3.0,1.0,3.0,460.5799999999999,20291.3,0.0,11.0,3.0,3.0,1.0,4.0,6.49028,3.0,3.0,1.0,0.0,0.0,0.74514,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.2893696465297726
32.0,78.72000000000003,2.0,3.0,3.0,75.0,3.0,1.0,2.0,731.2,2317.2,1.0,13.0,3.0,3.0,1.0,8.0,5.6388,3.0,8.0,0.0,7.0,0.0,0.32776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
48.0,530.0,29.0,1.0,1.0,91.0,3.0,3.0,3.0,8002.8,19476.8,3.0,21.0,4.0,2.0,1.0,15.0,6.600960000000001,1.0,0.0,0.0,0.0,0.0,0.90024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
37.0,593.12,6.0,3.0,3.0,51.0,4.0,2.0,1.0,2344.6,13371.6,4.0,13.0,3.0,1.0,2.0,13.0,5.6294,3.0,7.0,6.0,7.0,0.0,0.72588,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.343111875513188
30.0,272.08,25.0,2.0,4.0,85.0,3.0,2.0,3.0,2891.4,4224.4,7.0,12.0,3.0,2.0,1.0,4.0,3.8446,4.0,2.0,2.0,2.0,1.0,0.36892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
26.0,245.29999999999995,1.0,3.0,3.0,57.0,3.0,2.0,3.0,1857.5,16717.5,1.0,17.0,3.0,2.0,1.0,8.0,6.4384999999999994,3.0,8.0,7.0,7.0,0.0,0.6877,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
42.0,84.3599999999999,2.0,4.0,1.0,98.0,2.0,2.0,4.0,3661.9,13958.9,3.0,23.0,4.0,2.0,0.62382,14.0,6.0,3.0,1.0,0.0,0.0,0.0,0.62382,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
36.0,269.52,1.0,5.0,4.0,45.0,3.0,2.0,4.0,3775.6,12398.6,4.0,15.0,3.0,2.0,0.460384,7.0,6.0,3.0,1.0,0.0,0.0,1.0,0.57548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
36.0,541.0,3.0,4.0,1.0,48.0,2.0,3.0,4.0,6750.4,4297.4,4.0,11.0,3.0,1.0,1.0,16.0,4.9486,3.0,13.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0
57.0,100.39999999999998,1.0,4.0,4.0,88.0,3.0,2.0,3.0,5523.5,1981.8,2.0,11.0,3.0,3.0,0.14778,15.0,2.9852,3.0,3.0,1.0,2.0,0.0,0.19704,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
40.0,493.41999999999996,10.0,4.0,4.0,46.0,4.0,1.0,3.0,180.26,19107.1,3.0,13.0,3.0,3.0,1.0,10.0,6.3879,3.0,7.0,1.0,7.0,0.0,0.406548,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0
21.0,333.64,9.0,2.0,1.0,39.0,3.0,1.0,4.0,1861.52,2289.64,1.0,24.0,4.0,3.0,0.037424,3.0,3.9356,2.0,3.0,2.0,2.0,1.0,0.149696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0793777071558206
37.0,320.28,10.0,3.0,3.0,98.0,3.0,1.0,1.0,448.4000000000001,14659.4,6.0,20.0,4.0,2.0,1.0,17.0,6.0036000000000005,3.0,5.0,0.0,3.0,0.0,0.60072,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.738664791948462
46.0,166.15999999999997,7.0,4.0,3.0,30.0,3.0,2.0,3.0,2813.4,16532.92,2.0,14.0,3.0,3.0,0.195568,7.0,3.46676,4.0,1.0,0.0,0.0,1.0,0.097784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04
50.0,68.17999999999995,10.0,3.0,4.0,100.0,2.0,3.0,4.0,8866.3,1125.3,6.0,15.0,3.0,4.0,0.195564,20.0,3.6296999999999997,3.0,4.0,1.0,3.0,0.0,0.32594,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
31.0,95.68,9.0,4.0,3.0,42.0,2.0,1.0,2.0,1095.4,5989.4,0.0,16.0,3.0,4.0,0.124928,3.0,6.24928,3.0,2.0,2.0,2.0,0.0,0.31232,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.125
29.0,256.9200000000001,23.0,3.0,4.0,54.0,3.0,1.0,4.0,2201.0,17141.92,9.0,16.0,3.0,4.0,0.307824,6.0,2.9739199999999997,3.0,3.0,1.0,2.0,0.0,0.307824,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
35.0,755.0,9.0,4.0,3.0,97.0,2.0,2.0,2.0,3371.1,16225.1,9.0,19.0,3.0,3.0,0.507024,10.0,5.0,3.0,1.0,0.0,0.0,0.0,0.63378,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0833165566817406
27.0,262.3599999999999,1.0,2.0,4.0,82.0,3.0,1.0,2.0,799.4000000000001,14864.4,1.0,11.0,3.0,2.0,1.0,5.0,5.0166,3.0,5.0,0.0,4.0,0.0,0.60332,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.105730684553725
28.0,304.0,9.0,4.0,2.0,92.0,3.0,2.0,4.0,5253.0,20750.0,1.0,16.0,3.0,4.0,0.0,7.0,1.0,3.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
49.0,209.31999999999994,7.0,3.0,2.0,31.0,2.0,3.0,3.0,8335.8,9436.8,8.0,24.0,4.0,3.0,0.210336,26.0,4.6292,3.0,5.0,0.0,0.0,0.0,0.52584,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
51.0,58.960000000000036,14.0,2.0,3.0,87.0,3.0,2.0,4.0,2138.4,12064.4,4.0,11.0,3.0,3.0,1.0,18.0,4.7976,2.0,7.0,0.0,7.0,0.0,0.55952,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
36.0,329.0,2.0,3.0,4.0,96.0,3.0,1.0,3.0,269.0,9594.0,4.0,13.0,3.0,2.0,1.0,6.0,5.274,3.0,2.0,2.0,2.0,0.0,0.36384,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
55.0,1311.0,2.0,3.0,3.0,97.0,3.0,4.0,4.0,16659.0,23258.0,2.0,13.0,3.0,3.0,0.0,30.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
24.0,258.24,10.0,4.0,4.0,77.0,3.0,2.0,3.0,2405.4,4060.4,1.0,12.0,3.0,4.0,1.0,5.0,3.8546,4.0,5.0,0.0,3.0,0.0,0.37092,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
30.0,202.0,2.0,1.0,3.0,72.0,3.0,1.0,2.0,227.03999999999996,14622.8,1.0,18.0,3.0,1.0,1.0,1.0,5.8111999999999995,3.0,1.0,0.0,0.0,0.0,0.337344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.01
22.0,253.0,11.0,3.0,1.0,43.0,3.0,1.0,2.0,267.78,21146.3,1.0,13.0,3.0,4.0,1.0,2.0,4.293699999999999,3.0,2.0,1.0,2.0,0.0,0.263496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
36.0,164.0,2.0,2.0,2.0,61.0,2.0,3.0,3.0,5239.1,1452.1,1.0,13.0,3.0,2.0,2.0,10.0,4.3568999999999996,3.0,10.0,9.0,0.0,0.0,0.377104,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0
37.0,345.9,14.0,3.0,4.0,95.0,3.0,1.0,1.0,750.6999999999998,23108.5,1.0,12.0,3.0,3.0,1.0,18.0,5.8055,2.0,18.0,12.0,17.0,0.0,0.45666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.33
40.0,759.0,2.0,2.0,4.0,46.0,3.0,2.0,2.0,1312.3000000000002,18150.3,7.0,12.0,3.0,3.0,2.0,8.0,6.76108,3.0,5.0,1.0,3.0,0.0,0.88054,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.089544330325854
42.0,201.0,1.0,4.0,2.0,95.0,3.0,1.0,1.0,579.98,17163.3,3.0,16.0,3.0,2.0,1.0,8.0,6.99602,3.0,5.0,1.0,2.0,0.0,0.532272,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
37.0,1305.0,10.0,4.0,3.0,49.0,3.0,2.0,2.0,4197.0,21123.0,2.0,12.0,3.0,4.0,0.0,18.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
43.0,428.74,12.0,3.0,1.0,59.0,2.0,4.0,2.0,11569.7,1578.6999999999998,1.0,11.0,3.0,3.0,1.0,25.0,5.7663,3.0,25.0,3.0,9.0,0.0,0.55326,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0
40.0,46.22000000000003,2.0,3.0,2.0,78.0,2.0,2.0,3.0,904.0999999999999,10892.1,6.0,22.0,4.0,2.0,1.0,20.0,5.5439,3.0,1.0,0.0,0.0,0.0,0.50878,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
54.0,66.27999999999997,5.0,2.0,1.0,86.0,3.0,5.0,1.0,15632.4,4735.4,4.0,11.0,3.0,3.0,1.0,24.0,6.26416,2.0,4.0,1.0,2.0,0.0,0.75472,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0
34.0,234.6400000000001,4.0,4.0,3.0,72.0,3.0,2.0,3.0,3672.1,9874.1,9.0,15.0,3.0,1.0,1.0,6.0,5.8659,3.0,3.0,1.0,2.0,1.0,0.57318,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.048901350127641
31.0,101.16000000000003,7.0,2.0,2.0,31.0,3.0,2.0,1.0,2411.8,2261.8,1.0,12.0,3.0,2.0,1.0,13.0,6.8942,1.0,13.0,3.0,12.0,0.0,0.37884,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.25
43.0,313.0,21.0,3.0,4.0,61.0,3.0,1.0,4.0,529.46,12357.1,7.0,20.0,4.0,1.0,1.0,8.0,3.8809,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
43.0,350.79999999999995,8.0,4.0,3.0,74.0,3.0,2.0,3.0,3624.24,1104.8,4.0,14.0,3.0,4.0,0.22444,8.0,3.89776,3.0,5.0,0.0,2.0,0.0,0.22444,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
25.0,891.0,4.0,2.0,2.0,99.0,2.0,2.0,4.0,4487.0,12090.0,1.0,11.0,3.0,2.0,0.0,5.0,3.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
37.0,235.44000000000005,25.0,5.0,2.0,72.0,3.0,2.0,3.0,311.1999999999998,19728.2,3.0,15.0,3.0,1.0,2.0,15.0,6.1378,3.0,13.0,10.0,7.0,1.0,0.82756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0
31.0,329.0,1.0,2.0,4.0,98.0,2.0,1.0,1.0,78.80000000000018,13519.0,1.0,12.0,3.0,3.0,1.0,4.0,5.6739999999999995,3.0,4.0,3.0,2.0,0.0,0.32088,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.21
39.0,385.44000000000005,1.0,1.0,2.0,52.0,3.0,5.0,3.0,15034.2,4050.2,1.0,14.0,3.0,3.0,1.0,21.0,6.33024,3.0,21.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0
56.0,906.0,6.0,3.0,3.0,86.0,4.0,4.0,1.0,7974.6,13018.6,9.0,11.0,3.0,4.0,3.0,36.0,5.2374,2.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.9733921567100525
30.0,417.65999999999997,12.0,3.0,2.0,83.0,3.0,2.0,3.0,3255.3,16236.3,0.0,11.0,3.0,2.0,0.531472,6.0,6.0,3.0,5.0,4.0,4.0,0.0,0.66434,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.011319351277184
41.0,645.0,1.0,3.0,2.0,49.0,4.0,3.0,1.0,4831.7,16005.7,1.0,16.0,3.0,3.0,1.0,10.0,5.5603,3.0,10.0,0.0,7.0,0.0,0.569648,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0
